# File generated on : 2021-01-18 14:52:26.129860 by damien-mouad 
#  O3,NO2,SO2,CO
6.072673847828705673e-01,1.270719407976340865e+00,9.375216658322966801e-01,5.238379192926920780e-01
6.487876296965083833e-01,6.667996567625203985e-01,2.979713748081508351e-03,2.390307107728820935e+00
6.399702688407385986e-01,2.566212981381255975e+00,1.880214127473283925e-01,5.316970762119217486e-01
1.665400174596033400e-01,4.276404103003390023e-01,2.815200049630494639e-01,8.415885179914395220e-01
7.715608742780372120e-01,7.381329858403240518e-01,7.428910009226832867e-02,1.542786527884503878e+00
1.157412077945548790e-01,-6.944112032105005383e-01,1.961626625381351907e-01,1.274253421326853875e-01
6.075386044350539194e-01,1.682054176464481632e+00,2.000027604035562161e-03,3.101365626901163020e-01
2.502427640384321528e-01,8.592708336827248328e-02,1.017765328231290400e+00,2.014776654487761220e+00
5.080878579275019957e-01,1.572287339083270563e+00,3.244195828700091044e-01,1.974990410035281641e-01
8.857639828222342304e-01,7.677286894423263064e-01,8.376246652163493733e-01,6.093929754625676543e-01
4.806512354522494146e-01,1.102486912620784354e+00,1.364285856388357532e+00,2.304117868650298051e-01
8.372578534357824065e-01,6.349611967870731899e-01,9.493790243654720573e-01,1.785756120884818055e+00
1.451638210012040631e-01,8.822002203178624935e-01,1.525999623396809002e-01,1.351674808015151497e+00
4.112565741209710524e-01,-2.794744946644756034e-01,1.006137150166123845e-01,6.362816695078402085e-02
4.693277634604361426e-01,4.841571962156424047e-01,2.036413206336261036e-02,9.716595998627445274e-01
6.460629422072688977e-01,1.510392140857382826e+00,1.846399128546317436e-01,1.062077162655201690e+00
7.180169450235122097e-01,-7.649599014756347515e-01,1.042925720514124022e+00,1.679734036907309491e+00
6.133512415455706357e-01,1.206141093087474303e+00,2.093932125836908686e-01,9.352559853210700158e-01
1.926004104461921385e-01,2.084471743197797711e+00,1.692098851284666930e-02,9.567629779475206320e-01
7.288349133003482194e-01,-1.340928990697992651e-01,1.431020332649755589e-01,2.050527271314348976e+00
1.928802619659090167e-01,-2.585329979882391438e-01,1.054148846072027856e+00,4.468692114770493884e-01
7.236014690808248995e-01,5.071388470731508225e-02,3.644077826250043117e-02,2.824185364503648682e-02
9.509724485021247009e-01,8.112858851145638983e-01,5.889636631166904612e-01,1.035111210373346857e+00
4.628671917069417940e-01,1.402233772707140336e+00,7.079592601479167691e-02,7.911216496869196702e-01
5.232660603257963672e-01,-2.519065917933922538e-01,4.410857113122520698e-03,3.361200661480293395e+00
9.919414348094055534e-01,1.661700537120963217e+00,1.533480770622111522e-01,6.847003104883186975e-01
6.746742173893934824e-01,7.522490380355728590e-01,1.384767593136398620e-02,8.918272976628810467e-01
2.293937011800513126e-01,8.373327498147400405e-01,8.184714735285174569e-01,1.941538023597808305e-01
7.373619205605088656e-01,2.215212247995156147e+00,5.069774874948572707e-01,1.523084005317536238e-01
4.208254468029494211e-01,7.573766786737345935e-01,2.572016042161423544e-02,5.651122759489085601e-01
3.849536505440364076e-01,-3.924275252868473229e-01,2.002738747328458666e-03,1.904877986961666769e+00
3.301428618709014717e-01,-1.340216054547240798e-01,6.015210401263870743e-02,4.820130676693537564e-01
6.433702575927791045e-01,5.709756638287390995e-01,3.297923146590552301e-01,3.074301645441921416e+00
7.788061752173969232e-01,1.065678984807723939e+00,8.085446276886408545e-02,3.629149918790667839e-01
6.302745045133075763e-01,1.499902247428883673e+00,1.233329728048356139e-01,8.614819753383118339e-01
2.857909871804542590e-01,-7.082321633945578565e-01,3.597740215375947598e-02,1.063935842832105377e-02
1.372055527087645554e-01,1.403600509693133103e-01,6.161390028381136079e-03,2.153824479791696944e-01
2.448645281516269590e-01,1.313952813639898576e+00,1.179010471674033812e-02,9.494177113735708939e-01
3.058784009564624595e-01,-3.214434048072652983e-01,3.700623632358124859e-01,1.960048606964779561e+00
3.927649168482124642e-01,4.637542012401401070e-01,4.869978338587647726e-01,6.805495073706470111e-01
3.993283508991917197e-01,1.287023701115467267e+00,6.882058663239275925e-03,2.123205058921202593e-01
4.817835597880515408e-02,2.095584812399252650e-01,1.430562433964264857e+00,7.591149981134412972e-01
9.597307136700761188e-01,-2.826218454285995829e-01,5.073335490370092238e-01,4.097456210103462837e-01
6.224209074332398561e-02,1.793825384336512396e+00,2.868905333309337835e-01,7.983078621303105749e-01
3.108784093998979703e-01,1.028330620875023804e+00,4.000792679835788457e-01,1.234136027584306627e-01
5.509271057640725555e-01,-8.313685532005121726e-02,4.720666109353303941e-02,1.705061970434812668e+00
3.559511264701574751e-01,2.352306407386420162e+00,4.194267433990412353e-01,2.655018826528058318e-01
9.074355727954508399e-01,6.012830166763194484e-01,9.299939946643416555e-02,2.706218871472762633e+00
3.606995703509330298e-01,-1.339985885316713921e+00,3.366065015403568728e-03,9.451882460132758901e-01
7.036108929168659598e-01,-4.255640127597476452e-01,2.108718155897943702e-01,2.085018376593787970e-01
8.919805635855839743e-01,2.254051483287800473e+00,2.128543384132671190e-01,2.713061418898035093e+00
8.206867543104998663e-01,1.062244403244700042e+00,2.823003115818595310e-02,1.984246875108590380e-01
6.597713132083249388e-02,5.694539488005891936e-01,1.996052679572546396e-01,3.033052455485720778e-01
3.162000238710114264e-01,-1.283313746506541175e+00,1.353170681985566698e-02,2.233103475348610645e-01
8.377767412792634927e-01,2.168479435656398557e-01,1.684086208678873403e-02,4.144947168762665335e+00
7.563088062478616758e-01,1.875113307876788427e-01,1.427095875517324419e+00,2.397435669617099807e-01
2.532560779539430040e-01,-4.381092434791830081e-01,2.674444294285271972e-01,9.367502875870072909e-01
2.395230494052168480e-01,-5.320553117761821493e-01,2.992412628208152015e-02,3.339257165221500290e-01
3.991484570725163383e-01,4.862043781643278217e-01,1.056198234542737825e-03,1.142521373264822948e+00
1.225313899603358569e-01,-1.331002435801674322e+00,2.288234051147865905e-02,4.952551991550423931e-04
5.528624917753133250e-02,2.359050536056484848e+00,2.438934691101636229e-03,8.747444069253954013e-02
6.786871800649409980e-01,1.912067027252499773e+00,3.755312127142564349e-01,3.827700185761407914e-01
6.330735839837290380e-01,4.368579711975690838e-01,9.235137350229408182e-02,1.314558831240862924e-01
6.081941908352165305e-01,-4.983317877520018202e-01,9.641491713055679869e-01,2.689449922441490504e+00
9.949945139767788493e-01,-6.301744491434135842e-01,3.480018375111919138e+00,1.479172290140422064e+00
4.978101167906510138e-01,9.617157143900656457e-02,5.795253186884927882e-02,9.958612334848244707e-01
3.802524866490220035e-01,2.327004519841895380e-01,1.667120104422796789e-01,2.021463199654751186e+00
2.954848915270226195e-01,1.491723629066888268e+00,2.479279982578551644e-01,7.269321586777449662e-01
2.420987053066089301e-01,1.385165248059881726e+00,9.461879022186104882e-01,6.410770034942727680e-01
3.352577857214582568e-01,5.855751039659040647e-01,2.675850684408893065e-01,8.019947002781399048e-01
9.600842898186047192e-01,4.342442629505670060e-01,1.883929283778705277e-01,1.787238665983985841e+00
3.789550212901490189e-01,-5.218097686452281003e-01,1.416876515384266622e+00,4.207416675800967898e-01
8.152177787943527543e-01,6.566718278840812939e-01,8.855941354610120941e-02,1.682095228886384408e+00
6.421709150823815548e-01,1.005143643871978520e+00,6.969951088869703881e-02,1.484716328597447399e+00
8.378527868584884075e-02,9.425915413649218477e-01,2.457349480746309212e-01,2.151725695258223381e-02
4.529439819451742677e-01,3.639442489226881738e-01,1.731913859877613482e-01,1.768969609233645990e-01
5.341345403458819252e-02,6.308656558238274759e-01,4.648281759467569052e-01,6.290424721009278963e-01
4.437002435484226348e-01,1.909672834924748819e-01,9.386455315879324579e-02,1.242368189334176698e+00
6.130188649763146369e-02,1.959407783392621005e-01,1.617608363961308970e-01,2.260144505360291323e+00
4.098466695697911000e-03,-1.495706344303965318e+00,5.601350973657872462e-02,2.924362494312559430e-02
8.024878061041185173e-01,1.394910713709026640e-01,7.455800920284837430e-01,4.246855383573386322e-01
7.394915779067290362e-02,4.286544706114864267e-02,2.495092627564343135e-01,8.098880482448777007e-01
7.013825023850641660e-01,1.120512556700376194e+00,2.187367125681870250e-01,6.830373123090516252e-02
2.615134146267404924e-01,4.493600876278986966e-01,2.633103006575012728e-01,4.025349923740979108e+00
9.255088725523163973e-01,5.025319513113900571e-01,1.572202031757443663e-01,8.935815928634901484e-01
5.712917216580758462e-01,-2.048373022071323213e+00,7.161983385091892362e-01,1.324036421628162374e+00
2.768292969117891467e-01,6.252073013171575155e-01,1.125602104850758733e+00,9.325034422213932528e-01
1.575055064036053887e-01,1.573451978350099534e+00,1.191302604878479998e-01,5.339326349756982060e-01
6.560714855255606048e-01,-2.845103406939124557e-01,3.438684306272820623e-01,2.623348867150992358e+00
5.316433180827185856e-01,-5.750176491070484452e-01,2.547816197372474237e-02,5.141187753795208870e-01
1.801706278308967679e-02,4.697517333171666865e-01,3.400075781032941835e-01,2.423363326791666897e-02
5.000162531329122029e-02,9.285369301653538798e-01,1.966074601040424530e-01,1.225232062449154169e+00
6.131169417451568515e-01,3.404895972406937199e-01,4.003731467437454117e-01,4.701155916304612381e-01
2.986710797712333054e-02,1.895839766307440444e+00,5.049277719408006293e-01,4.893497534701984897e-02
1.542372762117565355e-01,-9.621039010565837213e-01,7.344493573223631611e-01,1.592348024341526946e-01
7.840220266007965622e-01,9.026397845827769384e-01,6.683943891002616100e-01,5.990154379389454053e-01
3.840641972199912990e-01,1.660421445699312493e+00,5.545342766022527507e-03,1.562256891071104992e+00
1.318635564026715556e-02,6.129491385110475976e-01,1.758681668868034453e+00,7.855166396249100291e-01
1.776063273746563143e-01,7.180805687942876103e-02,3.445091443183750379e-01,4.020078721721552784e-01
7.498958942583088261e-01,1.111928191410335387e+00,1.055389731126188113e-01,2.781313999832578654e-01
9.242351722280276460e-01,-1.084326102986981066e-01,2.435345612423889250e-02,7.494133258959759236e-02
2.788978037903652174e-01,-9.127292936967930093e-01,1.388014662647522879e-01,7.527033585591201836e-01
2.031134637882519023e-01,1.430298935177154673e+00,7.915494790865239272e-02,1.052969657482280441e+00
1.035889472190449911e-01,8.256212757031177185e-01,2.109968782929479980e-01,5.081150710460252684e-01
4.314614886388138393e-01,-1.471098687090390378e+00,9.779631907127348533e-01,8.407491865974047185e-01
5.473508369153420317e-01,1.796206696355312271e+00,2.984647350066719773e-01,1.207929162998340411e+00
3.666676886439427241e-01,2.597124986940498870e-01,4.081888574029580719e-01,2.890689497236221261e-01
1.625892616054159800e-01,-4.197022061799455805e-01,2.114113580682750182e-01,7.659413965553063530e-01
8.697819437570308843e-03,2.355488434446795787e-01,6.734116686416786735e-01,1.475361043299806107e+00
2.233801843546001642e-02,-6.162210937555185897e-01,3.826603277998150143e-02,7.510736811723950357e-02
6.136428445051890224e-01,-1.330132940586688628e+00,1.520529747093312400e-01,3.839538607665442527e-01
8.971162069748919166e-01,-8.644711928905748355e-01,5.688598763852330958e-02,1.462134625801923882e+00
7.731602715376573176e-01,1.537910423319984066e+00,1.017419012276691737e+00,8.517224499371628399e-01
6.413001971311986793e-01,3.168073029075602065e-01,1.427678360454755213e-02,8.527797820964118092e-01
7.133509256023309320e-01,-1.672802483265591889e-01,1.666752328601976141e-01,2.666915963731836259e-01
3.961803645659403017e-01,-9.563022191894361423e-01,2.234063458764254495e+00,1.367642221439018257e+00
5.211443567650586584e-01,-8.934185417146989217e-02,1.017818242952964081e+00,1.172204736843025369e-01
6.448415453449318768e-01,1.241879849239165612e+00,1.110733132427667302e-01,7.214945954027495167e-01
6.032854565499287114e-01,4.202635746981326359e-01,9.652402483021223223e-02,1.435722535386809939e+00
8.955765432689668515e-01,-3.075699512930166746e-01,8.191682570618410639e-03,1.727654507250811378e+00
2.734359369524738126e-01,-6.849121441521577314e-02,1.265339142399019567e-01,2.142278620500577269e+00
1.687830023744705255e-01,4.180418230274907110e-01,1.891664198593246304e+00,6.963196342206847689e-01
4.168415129147080567e-01,-4.748359324976969553e-03,7.968003145786795027e-02,2.594641969163523854e+00
4.145949233581927018e-01,-9.618123025451179586e-01,2.211195139987319046e-03,3.369087459001567919e-01
2.553342182906207514e-01,2.202573081857891246e+00,3.018588264619084457e-03,5.457882895776394738e-01
1.985722199965517243e-01,1.406609327666561882e+00,6.825688166292649683e-02,2.832409829726316275e+00
8.972032533666539633e-01,9.893129131050120151e-01,2.535584026823347811e-03,1.348513051625657821e+00
3.499791485040755212e-01,5.374167826153400940e-01,5.873291556202939745e-01,1.711004469162997754e+00
3.065878691385699462e-01,5.309493099576978459e-01,9.093773896356268649e-01,1.892727047500178950e+00
2.250032256591664170e-01,2.149959590896082240e+00,3.032063296195237623e-01,2.326483055203371286e+00
6.788818982601719787e-01,2.650097694262107950e-01,1.355057565137360587e-01,2.071845294407955243e-02
7.662261809828508907e-01,-3.216540278966847355e-01,7.448283728800529913e-01,1.223048977810575533e+00
6.217654642227097295e-01,1.848259571338209728e+00,5.642487354599738936e-01,2.948364461886940902e-01
9.603088961969827864e-01,-1.583769592331596421e+00,1.475695707346193208e-01,1.064319696278647864e+00
5.533197426745503078e-01,7.164708011049431002e-02,1.040011169880703967e+00,1.089383088566819313e-01
7.862291868188908683e-02,8.385002955090850030e-01,2.315708628574377696e-05,1.622000425977161431e-01
8.333226705919450916e-01,-6.346157338833551265e-01,1.346641048650077700e-02,1.007760409535158441e+00
1.604642699426302999e-01,2.981826929127170400e-01,5.039217400985630466e-03,1.888454021968642316e+00
5.536180370738259526e-01,9.921164535399600304e-01,3.241034511431279408e-01,1.892415031967796535e-02
2.498480418359657618e-01,1.638131781098504769e+00,1.431185958533367497e-01,2.783087334478540065e+00
2.634337039751344367e-01,1.141421406641210279e+00,4.312365279318490230e-01,1.996161417606071575e+00
1.510365119304344361e-01,1.139554164801821479e+00,2.414563660067369499e-01,2.278143477396274985e-01
2.138081928751446315e-01,-3.704459404584772297e-01,1.011594016733986367e-03,9.670704619877835695e-01
1.048176467797966582e-01,-7.514796985777854044e-01,2.078532458645074299e-01,1.150300674023990943e+00
8.886361420767736607e-01,-1.599687113020497264e+00,1.455114322391237724e-01,1.766659316842825511e+00
6.231557125662263719e-01,5.671334501160403274e-01,6.318206555905562941e-04,3.282556257388045268e-02
8.366983810821668754e-01,-3.901354638135878794e-02,1.424833921959827832e+00,2.038385213341231683e-02
9.825083578341637924e-01,1.571757085599422288e+00,1.136789933067346103e+00,9.396966625197199496e-01
6.114950567786217039e-01,-1.451014039064427719e+00,1.822869767969466370e-01,1.209220546136661190e+00
4.580266817539402346e-02,1.656752838060743027e+00,2.119653648540126500e+00,9.204531106098668980e-01
2.741917426270861213e-01,1.506203968196023979e+00,1.832447469138460960e-01,3.321860863844736667e-01
5.404792129324809125e-01,-3.201364553462061613e-01,1.326838660289143546e-01,4.731890994883725665e-01
4.382902489897746445e-01,1.223522315724532961e+00,4.739276377333327961e-01,1.699040990648324589e+00
2.293869327651513190e-01,2.121313002871499265e+00,1.781888298287043898e-02,1.104367072979926867e+00
1.953717228420859264e-01,3.491943967728694531e-02,1.314363536913274455e+00,2.023246908960471213e+00
2.859065554381802210e-01,9.304521203219198178e-01,5.324342589209807297e-01,6.185382029233517376e-02
5.827648757622970743e-01,-7.509614020788411004e-01,1.896105982858697081e-01,2.922802176753129810e-01
4.011032765525290866e-02,-2.074845891897064698e-01,5.609840001739418991e-01,1.485960848954479774e+00
7.770188548013616803e-01,5.422058537080087781e-01,1.354565068818369648e-05,6.940055122905912366e-02
3.262707728213933844e-01,1.303942887665160644e+00,8.272287453867678275e-01,3.033102629119675542e-01
2.019536072554638517e-01,2.671126376515375878e-01,5.420923391921952896e-07,2.093385581256110406e+00
6.162109163160446323e-01,-1.304468917313601928e+00,8.926847449953641961e-03,3.125066287652548125e-01
7.364947350589804431e-01,1.085554004264494665e+00,2.150893714048538689e-03,5.333107335803282112e-01
4.554441230733426993e-01,1.001969005491020415e+00,7.422556014386659795e-01,1.611962531696659040e-01
1.550363608617506550e-01,-3.642698253264701203e-01,3.312206036570995715e-02,1.100249173473676345e+00
1.147483913120780352e-01,1.658043621177420324e+00,4.889003617775030119e-01,2.036434534383548822e+00
2.678450684048298003e-01,1.690185305818149963e+00,7.999147416069915528e-02,4.384398609049851014e-01
1.557668880614252460e-01,1.394060165887692548e+00,1.492090843905119923e+00,1.907026677986072727e+00
4.717115174241773845e-01,6.257816351087934770e-01,1.763841486711218431e+00,1.044803755144494417e+00
2.966117194991937378e-01,-9.562101822687012476e-01,8.215011542985806159e-01,2.205942716264693571e-01
7.010840167843979120e-02,1.123389137080938793e+00,2.620862220639811335e-01,1.587089099873484122e+00
3.378366636357407193e-01,-6.987906167396442658e-01,2.346842851234464539e-02,5.248198232526140039e-01
1.343947376055805165e-01,-2.668170083847424268e-01,6.931011954028699629e-01,2.428569089170507400e+00
1.206424383563218239e-01,3.532163633174258965e-01,2.275162461321047352e-02,1.105192571235411383e-02
8.614426286387507625e-01,-8.554473810836911163e-01,8.698071372954798916e-04,1.635636740516638876e-01
9.563225202100078537e-01,-2.324042107311730110e-02,2.698885434234308822e-01,2.092723781221526025e-01
5.186006578263309130e-01,1.359272890838180370e+00,2.075445590246323968e-01,2.922659607074542306e-03
9.142988111441940902e-01,-2.749350087120178143e-01,7.179300040889703693e-02,6.063203330802356961e-01
8.937957096735290596e-01,9.064541019847945913e-01,2.804931910077539808e-02,2.258964703626583359e-01
8.405742157599271902e-02,2.227641033805213833e-01,5.853049084532438995e-01,1.242001526779013876e+00
9.932083549307725301e-01,-2.470230783765494653e-01,2.405541109402400402e+00,1.980717814177572755e-01
2.964051011650298273e-01,1.050696840753254646e+00,1.982931707719238212e-01,4.103881230509403899e+00
7.415476098690232387e-02,2.243781945407516965e+00,9.798265969757904981e-02,8.805863985981332576e-02
1.407306609929661612e-01,9.627860534525463088e-01,6.719495260770228517e-01,7.123119022165150804e-01
2.791140822396320775e-01,1.627293826282773415e+00,1.271844666300715243e+00,1.496193966805085207e+00
7.870198605168718942e-01,-2.833813459719277672e-01,4.750846495154489868e-01,2.470574262596434423e+00
7.405628486851012493e-02,3.623510612680471699e-01,2.134668272694266629e-03,1.387861627920090046e-01
5.639750107079569696e-01,-1.742002530456600695e+00,4.309426672183424012e-01,1.137012037642024936e-01
6.731355833748996487e-01,6.587212510570056301e-02,3.818339603778575769e-03,1.171292887276969452e+00
2.578821261461339276e-02,1.772817802142652721e-01,4.908576433878785727e-01,2.059742574804860615e-01
1.171601119895198106e-01,-2.217636306373753641e-01,2.181647058326942279e+00,9.578256326461885850e-01
7.281611149070166267e-02,2.194889891744995047e+00,1.275560474042205072e+00,4.073939403472836007e-01
4.283703995910960183e-01,1.480460933509736066e+00,5.945693988612336112e-01,3.950486768362659884e-01
7.222201825148570897e-01,-8.358473531282299973e-01,3.070574004344941293e-02,2.783200508891472413e-01
5.146803885264076284e-01,1.733613314495382918e+00,1.908033610404284985e+00,9.882509433560869860e-01
1.555695896673061629e-01,7.396125900483431215e-01,1.461333223955785547e-03,5.212477368456560622e-01
1.491083671603611327e-01,2.311142079876782329e-02,1.746193884376997518e-01,1.629969641006454306e-01
4.755476241041567409e-02,-2.818098984747027247e-01,8.735146429941767683e-05,1.938421485528693644e+00
5.206418226928718473e-01,5.222402787772886246e-01,1.432352800358033555e-03,1.342612819093275789e+00
8.258997741613840482e-01,5.806477296939569488e-01,4.888894587229041244e-01,1.820883971633675991e+00
8.454201522795726786e-01,-9.529129602527053322e-01,1.623871498152913359e-02,8.674854036574451699e-02
3.327027086460735417e-01,1.604175124425816445e+00,4.347977173812176965e-01,1.321347855095120205e-01
4.947194974244085719e-01,-1.888721667009463978e+00,1.126967842155233601e+00,7.168542627190441774e-01
5.101090831025921757e-01,2.408331640118935302e-01,1.486614222662509810e-01,9.243489738308634518e-01
2.174863167798865016e-01,2.440359871934914882e+00,6.163157236973259012e-01,4.909403566808087094e-01
9.640092261862525103e-01,5.166013017678143804e-01,9.139856133897582280e-03,3.894585927994424490e-01
6.725641225531220346e-02,9.685505510831413645e-01,5.827164720827903155e-01,1.742654198088252060e-01
4.867496034226194146e-01,-4.023888155884333129e-01,3.532109595846218419e-01,3.703578312251232241e-02
1.038509140515964102e-01,1.552378510422741664e+00,1.334175960901998303e+00,7.585451683765985775e-01
7.357034575064128612e-01,1.570500641589481772e+00,5.153540845023908687e-07,8.704590546609818347e-01
9.194863290662399491e-01,-2.320925837886169685e-01,1.521504767581416950e-01,1.584423675925557218e+00
6.631232224621111948e-01,7.222804314512037971e-02,6.355382175311857611e-03,1.352652073418382228e+00
3.425887603938482240e-02,-6.382392539884262916e-01,4.258811143454072634e-01,4.715161127005182418e-01
1.703972515631871909e-01,-2.431001202065611322e-01,1.553498511890736067e+00,1.047796447521283092e+00
3.399061422117264364e-01,-1.809354773742657407e+00,3.731714760907623440e-01,4.149016502463362399e-02
5.463175544152060192e-01,7.526264280823821151e-01,1.508049984036760716e+00,6.432086615777220517e-01
4.312975848997070427e-01,1.373676539179859546e+00,5.702929032204308024e-01,1.330725178618063387e+00
8.265474584108942757e-01,-6.109597216303936928e-01,9.661860672767361713e-01,1.175724260695558465e+00
1.657112402805519524e-01,9.115308095358833906e-01,2.241736010316357941e+00,5.240932427310731612e-01
1.614817286308785071e-01,5.472447443229571107e-01,6.888172662386521372e-01,1.088451974796695726e-01
4.208882303028570471e-01,1.776525599446049375e+00,3.059915484847751665e-01,9.605705634696657391e-01
2.690046842484011824e-01,7.317664120523724725e-01,1.572692923895855077e-01,7.192478193540032816e-01
1.746394265323135686e-01,4.374093062686464917e-01,5.852909057529748216e-01,2.862663376049131569e-01
5.047115475223764580e-01,-6.326582162832414813e-01,2.363272151820380584e-01,4.158712991088606703e-01
2.950010426918781015e-01,1.422078159551849907e+00,5.756226662252531684e-02,4.667402708437281333e+00
3.805739256163396256e-01,1.045303080717446154e+00,2.230507167510799582e-01,2.920154809816348229e-01
9.777916041834499028e-01,-1.792154475908914524e+00,3.749149591057028639e-03,1.320861212161695830e-01
4.743207508546374296e-01,1.098491030081321318e+00,1.236571153680920791e-02,1.579713745414592641e+00
4.159885027173099159e-01,3.587222999602448503e-01,1.939909383401948809e-02,5.807394455985666060e-01
2.974213358888094794e-01,-1.149837413229540806e-01,1.648850044104563262e+00,5.168395517395482086e-01
6.817766567566579949e-01,3.953461973872809399e-01,1.286073987064228374e+00,1.811384715410492285e-01
1.328905679742198309e-03,9.034051211609022136e-01,7.414011826401005478e-02,6.306915104377527337e-01
7.356415781342784399e-02,-1.971864777066305585e-01,2.704429735626570630e-01,5.120501067572395815e-02
8.626029711509425324e-01,1.582912204004711443e+00,4.845278034458762838e-03,5.517265277347148666e-01
3.529377702591118826e-01,1.002246570153844996e+00,4.952458359982714504e-03,1.230302749311057653e+00
5.668369623214218889e-01,-1.211155138981427681e+00,6.915894916771385681e-01,1.701127941515276354e-01
3.608301235121160744e-01,4.021354224531385468e-01,1.566079521903974259e+00,6.514855687743364987e-01
7.997781492480018350e-01,1.685266874592311059e-01,8.561263867007930239e-02,9.897992474829458293e-03
3.970072528721028116e-01,-3.700311681853433177e-01,7.638328314702219624e-01,5.907603905009936041e-01
7.094426486506451024e-01,6.562558537938940617e-01,9.125352483265609937e-02,5.672873726035149167e-01
6.027333596405419769e-01,6.774351294678189195e-01,2.701746457214615656e-03,4.945310625963328377e-02
7.533206133451615383e-01,9.141433387317032810e-01,1.711497598622129523e-01,2.136783851891824515e+00
2.246920129037616176e-01,-2.356002039068516574e-01,4.859521930272093782e-01,5.143974180584358624e-01
4.522541289028316758e-01,1.774524106741718343e+00,3.800425268292524361e-01,6.119697407254912624e-01
5.567083566903052727e-02,8.431708901678504064e-01,1.324264494982284324e-01,1.133101946533225268e+00
2.050295979927430068e-02,1.339484364417158790e+00,1.746756308882584374e-01,3.994510050569560988e+00
4.369896221648050805e-01,1.131009108591993217e-01,5.236378997523020995e-02,6.651631936979865989e-01
2.348354898600572005e-01,-5.256041039632857181e-01,4.178987511302544311e-01,6.385145881474670049e-02
4.193261887851434944e-01,-9.988040971643790122e-01,5.543856729642360204e-01,4.352644795263218014e-01
7.430220597666481464e-02,6.107288677318368775e-01,6.627244308514494975e-01,5.775502799609211202e-01
3.715752607158639975e-01,9.234075221268924771e-01,3.847613821620642777e-03,2.856263619621729699e+00
3.303689576445497655e-01,1.017969979714324680e+00,6.626510394487630240e-01,1.943513594794510080e-01
7.182638442266809919e-01,2.711492997358845969e+00,4.596284932197278877e-02,7.863361084383584457e-03
5.562998457748405956e-01,1.853579090350365943e+00,7.112073567809511221e-02,3.730007342241157819e-01
8.671990221770210505e-01,7.393679221642920352e-01,6.608033115889894171e-01,2.184013946801709738e-01
8.962859923375497972e-01,6.818336608267987486e-01,1.136645004188826108e-01,8.568626797186139621e-01
5.936573126286028845e-01,2.317481141669980538e+00,1.607135881842578634e-02,1.170083404744125394e-01
2.017311233285831173e-01,1.002399360291681640e+00,1.312665914451845772e+00,4.880103113142968962e-01
8.961981165085054490e-01,-6.238553915863744859e-01,3.606246621763770643e-01,8.027203916090874802e-01
6.779263974659913705e-01,4.465020278498418316e-01,2.856053832114688884e-01,1.089827497137103141e+00
3.238341168502723022e-01,-7.488202505347403282e-01,1.473774657164147739e-01,2.635532902059035010e+00
9.637315250238498443e-02,1.230771012035297041e+00,2.924912997706899387e-01,9.682679919065482199e-01
5.736851239312676931e-01,1.131744280997311058e-01,4.200931592839975658e-03,2.194199067487870192e+00
3.744854443197724869e-01,2.109763555736119955e-01,7.824313822250957839e-01,3.347815825962966674e+00
9.655064601438482219e-01,-5.265678152652242261e-02,9.638136640233385677e-02,8.256503385149548402e-01
9.859028562171130439e-01,3.923185234441360358e-01,1.194890202732312862e-01,3.568620714117258785e-01
2.195078812028948834e-01,-8.620583005700210855e-02,1.415374143377172711e-01,2.515799923927903858e+00
2.082484025914025372e-01,1.661057474467371731e-01,1.788547440135445088e+00,1.418893725262900529e-01
9.045315369152387985e-01,8.910758857023409751e-01,1.554677206319197702e-01,5.003975569253952260e-01
9.936254486626733273e-01,8.556427397837338411e-01,3.964413066600129543e-02,6.429779045850001484e-01
7.552740002215349024e-01,-1.298566139539467201e+00,2.981058540457261902e-02,3.557185232993664292e-01
8.308630984468351466e-01,3.062490690298007578e-01,1.241659721307653452e+00,6.118120133191871091e-01
8.686837179133238829e-01,-8.344429615083588381e-01,2.374791580189129503e-01,4.560172243784023083e-01
2.461472899250626289e-01,7.376702059842329406e-01,2.334129381029486527e+00,1.340487891741670712e+00
3.663249766758384096e-01,5.984952868859092501e-01,7.093938228187097739e-01,2.147933080116716242e-01
9.432176772416392962e-01,3.373296379735363781e-01,4.750757256220956015e-01,1.913581408493077174e-01
5.091078205918162514e-01,1.164469200833967211e+00,3.535671542099900339e-02,2.350206690135194343e+00
7.081625477612157882e-01,1.110679005308717660e+00,1.114408565511464388e-01,1.924938563725393514e-01
1.308417833625825644e-01,6.825117274264387301e-01,1.542435153839126105e+00,1.462853611060572545e+00
4.694085082789789531e-01,6.996199864396011048e-01,3.019546674308054013e-01,1.065418507342577259e+00
1.785830073258226625e-01,5.412175795431003467e-01,2.371532901711507768e-01,1.674828260670701896e+00
7.358794530853434157e-01,1.315058386434189153e-01,1.104702313382260215e+00,3.707746493246241171e-01
3.786663997285928396e-01,1.756698352334047808e+00,1.844264237002931073e-01,1.128928882056599026e+00
9.516592376206476356e-01,9.974956782596078320e-01,2.380262375547667730e+00,1.025087373962641601e+00
1.569947334029631048e-01,1.257014541756265924e+00,1.882002797880681089e-01,3.775207159213304631e-01
4.244678134905887079e-01,2.810510961978870403e-01,2.976403198329998778e-01,2.408223482380828506e-01
2.196942150338208055e-01,1.796981251147985015e+00,4.601283606176446127e-03,5.753323658985184386e-01
4.625260158744981531e-01,2.987016386779660637e-01,2.750932693374281146e-01,1.048163814504697200e+00
